Index_Trong_Tap_Val,ISIC_ID_Anh_Loi,Nhan_Thuc_Te (True Label),Mo_Hinh_Doan_Sai (Predicted Label)
7821,ISIC_1475694,NV,MEL
7823,ISIC_8670486,SCC,MEL
7824,ISIC_3310849,AK,SCC
7825,ISIC_0428084,DF,SCC
7830,ISIC_4950279,NV,SCC
7849,ISIC_6904950,MEL,BCC
7853,ISIC_9934612,SCC,BCC
7856,ISIC_0053980,MEL,BCC
7860,ISIC_0071162,NV,MEL
7862,ISIC_0014092,MEL,SCC
7863,ISIC_0031142,NV,BKL
7866,ISIC_0055241,MEL,AK
7888,ISIC_5801703,NV,SCC
7897,ISIC_0059824,NV,MEL
7901,ISIC_0061646,AK,MEL
7908,ISIC_0054008,NV,MEL
7916,ISIC_0013258,MEL,NV
7918,ISIC_0034630,MEL,NV
7924,ISIC_0021971,MEL,BCC
7925,ISIC_1124994,BCC,SCC
7930,ISIC_3469595,MEL,SCC
7934,ISIC_0061915,MEL,SCC
7935,ISIC_0022407,SCC,BCC
7936,ISIC_0029839,MEL,NV
7945,ISIC_8163696,BKL,BCC
7948,ISIC_1816373,NV,BCC
7949,ISIC_0068681,AK,BCC
7952,ISIC_0072829,VASC,BCC
7954,ISIC_6147889,NV,MEL
7963,ISIC_3323866,MEL,NV
7965,ISIC_0021620,BKL,BCC
7972,ISIC_0055100,AK,BKL
7974,ISIC_0021758,SCC,BKL
7999,ISIC_0781380,SCC,VASC
8002,ISIC_8345288,NV,MEL
8019,ISIC_0028898,MEL,NV
8021,ISIC_0062618,SCC,BCC
8027,ISIC_0070567,SCC,MEL
8031,ISIC_8274863,SCC,BCC
8050,ISIC_0057468,NV,MEL
8057,ISIC_6530219,BCC,MEL
8059,ISIC_6106060,AK,SCC
8060,ISIC_5324355,SCC,AK
8061,ISIC_6751174,MEL,SCC
8064,ISIC_4024779,BKL,NV
8066,ISIC_5958284,SCC,BCC
8067,ISIC_0419592,AK,NV
8081,ISIC_0416055,MEL,VASC
8091,ISIC_0342851,VASC,BCC
8097,ISIC_9353865,NV,MEL
8114,ISIC_0064133,SCC,NV
8115,ISIC_0053938,BKL,VASC
8124,ISIC_0059850,AK,MEL
8129,ISIC_0023781,VASC,BCC
8141,ISIC_0010776,NV,MEL
8154,ISIC_0021418,SCC,BCC
8166,ISIC_0023209,AK,BCC
8167,ISIC_0027007,NV,BCC
8182,ISIC_0046644,NV,MEL
8187,ISIC_0028931,AK,SCC
8196,ISIC_6256143,NV,MEL
8197,ISIC_0023445,BKL,NV
8204,ISIC_9870670,BCC,MEL
8210,ISIC_8662803,NV,BCC
8213,ISIC_1353101,MEL,SCC
8214,ISIC_0059285,NV,MEL
8226,ISIC_6920683,SCC,NV
8231,ISIC_0072637,NV,MEL
8236,ISIC_5955441,SCC,MEL
8237,ISIC_0023340,BKL,SCC
8242,ISIC_0011142,SCC,AK
8246,ISIC_0069859,MEL,NV
8247,ISIC_0014176,VASC,BCC
8250,ISIC_0034817,MEL,NV
8254,ISIC_0032775,DF,MEL
8257,ISIC_5505677,MEL,NV
8258,ISIC_0061187,BCC,MEL
8260,ISIC_5423251,SCC,MEL
8265,ISIC_0067980,NV,MEL
8270,ISIC_0015088,MEL,NV
8276,ISIC_0014535,AK,NV
8278,ISIC_5850459,SCC,MEL
8279,ISIC_0013693,AK,SCC
8280,ISIC_1288897,BKL,NV
8283,ISIC_6639016,SCC,VASC
8291,ISIC_0058113,AK,NV
8298,ISIC_2219764,SCC,NV
8300,ISIC_0031817,NV,MEL
8309,ISIC_0067362,BKL,SCC
8310,ISIC_0054044,NV,AK
8312,ISIC_9566721,SCC,MEL
8315,ISIC_0023425,BKL,SCC
8317,ISIC_0035935,NV,MEL
8323,ISIC_0059194,BCC,AK
8325,ISIC_0397332,SCC,AK
8328,ISIC_0055615,NV,BCC
8329,ISIC_0031621,NV,MEL
8335,ISIC_0067361,SCC,BCC
8340,ISIC_0014744,BCC,MEL
8349,ISIC_8194835,MEL,NV
8351,ISIC_3447914,AK,NV
8363,ISIC_0072264,BCC,MEL
8374,ISIC_0022580,AK,MEL
8378,ISIC_1260856,NV,AK
8383,ISIC_0011144,NV,MEL
8384,ISIC_0034459,MEL,AK
8398,ISIC_9535018,NV,SCC
8399,ISIC_0029209,MEL,NV
8410,ISIC_8586056,BCC,SCC
8412,ISIC_0069735,NV,MEL
8418,ISIC_0023894,BCC,SCC
8425,ISIC_0053952,NV,MEL
8433,ISIC_0064870,NV,BCC
8439,ISIC_3409440,AK,SCC
8447,ISIC_0970615,SCC,VASC
8457,ISIC_0011778,MEL,NV
8458,ISIC_0059482,MEL,BCC
8463,ISIC_4492754,AK,NV
8468,ISIC_0014224,VASC,SCC
8482,ISIC_0071202,VASC,BCC
8483,ISIC_4185946,VASC,SCC
8487,ISIC_6983482,AK,SCC
8494,ISIC_0066976,SCC,MEL
8498,ISIC_0029462,VASC,BCC
8501,ISIC_0011372,NV,MEL
8503,ISIC_0055276,MEL,AK
8505,ISIC_0070306,NV,MEL
8514,ISIC_2574924,MEL,NV
8515,ISIC_3369104,SCC,MEL
8516,ISIC_0063081,MEL,NV
8524,ISIC_0013675,NV,SCC
8526,ISIC_0559335,MEL,SCC
8531,ISIC_0056997,NV,SCC
8535,ISIC_0054382,NV,BCC
8537,ISIC_0069257,MEL,NV
8539,ISIC_0035730,AK,MEL
8542,ISIC_0013022,SCC,VASC
8547,ISIC_0071191,BKL,BCC
8567,ISIC_7517022,BCC,SCC
8572,ISIC_0013317,BCC,SCC
8573,ISIC_7628328,SCC,MEL
8574,ISIC_1254469,MEL,NV
8578,ISIC_0026892,MEL,AK
8580,ISIC_0069447,NV,MEL
8584,ISIC_0015588,NV,MEL
8587,ISIC_0070836,BCC,SCC
8589,ISIC_0067599,AK,BCC
8604,ISIC_1462182,SCC,NV
8607,ISIC_5185580,NV,AK
8608,ISIC_0649497,BCC,MEL
8611,ISIC_0723926,SCC,BCC
8617,ISIC_1814482,BCC,SCC
8620,ISIC_0013028,VASC,AK
8625,ISIC_0034326,AK,MEL
8634,ISIC_0029026,NV,MEL
8648,ISIC_0030592,NV,MEL
8651,ISIC_9452609,AK,SCC
8666,ISIC_4334691,NV,SCC
8673,ISIC_0064630,AK,MEL
8674,ISIC_0071411,VASC,AK
8681,ISIC_0067029,DF,BCC
8684,ISIC_0029514,DF,BCC
8687,ISIC_0061699,MEL,AK
8690,ISIC_1241693,VASC,BCC
8698,ISIC_7724517,VASC,BCC
8709,ISIC_9620782,NV,MEL
8714,ISIC_2320481,MEL,NV
8722,ISIC_0616448,MEL,SCC
8745,ISIC_0013434,NV,SCC
8746,ISIC_0056195,VASC,SCC
8752,ISIC_0035199,NV,MEL
8756,ISIC_0063906,NV,MEL
8758,ISIC_0023091,VASC,BCC
8763,ISIC_0031991,NV,AK
8765,ISIC_0034561,AK,SCC
8767,ISIC_0036086,MEL,BCC
8774,ISIC_8364695,NV,AK
8777,ISIC_0058746,NV,MEL
8785,ISIC_0070017,MEL,NV
8791,ISIC_2409293,DF,BCC
8807,ISIC_0026978,BCC,VASC
8809,ISIC_0062232,BCC,MEL
8812,ISIC_3652026,SCC,BCC
8818,ISIC_0058807,MEL,NV
8829,ISIC_0011471,MEL,AK
8831,ISIC_9208445,NV,MEL
8832,ISIC_0012695,VASC,BCC
8839,ISIC_8251128,SCC,NV
8842,ISIC_0066318,BCC,MEL
8846,ISIC_0021759,SCC,BCC
8854,ISIC_0064961,NV,MEL
8857,ISIC_0013549,MEL,SCC
8864,ISIC_0021643,SCC,MEL
8865,ISIC_0010080,MEL,NV
8874,ISIC_0022924,BCC,SCC
8890,ISIC_0061408,BCC,NV
8896,ISIC_5064865,SCC,VASC
8901,ISIC_0014859,SCC,AK
8905,ISIC_0054298,NV,BCC
8927,ISIC_0071549,BCC,VASC
8932,ISIC_6355154,NV,MEL
8934,ISIC_9521072,BCC,SCC
8938,ISIC_6141356,NV,MEL
8939,ISIC_4718049,NV,SCC
8944,ISIC_0063530,BCC,SCC
8949,ISIC_3689524,BCC,BKL
8952,ISIC_0023098,BCC,NV
8957,ISIC_1602466,NV,SCC
8963,ISIC_6261700,BCC,MEL
8964,ISIC_2027582,MEL,SCC
8974,ISIC_0065551,AK,MEL
8975,ISIC_4489007,BKL,NV
8986,ISIC_0013822,BCC,NV
8995,ISIC_0061927,BCC,MEL
8996,ISIC_0023778,VASC,SCC
9001,ISIC_0032251,NV,BCC
9005,ISIC_3817719,MEL,SCC
9018,ISIC_0022344,NV,MEL
9021,ISIC_4787478,NV,BCC
9024,ISIC_0062144,NV,MEL
9029,ISIC_0068148,VASC,BCC
9032,ISIC_5358212,NV,MEL
9039,ISIC_0028159,NV,BCC
9047,ISIC_0057610,VASC,MEL
9055,ISIC_7183212,MEL,SCC
9057,ISIC_3860071,SCC,BCC
9060,ISIC_4728261,NV,BCC
9062,ISIC_0059084,BKL,BCC
9074,ISIC_4968384,MEL,BCC
9076,ISIC_6925576,SCC,BCC
9087,ISIC_0010551,MEL,NV
9088,ISIC_0070926,SCC,BCC
9090,ISIC_0021629,BKL,BCC
9097,ISIC_0013764,AK,MEL
9099,ISIC_4390920,VASC,BCC
9101,ISIC_0057863,AK,NV
9108,ISIC_6496370,MEL,AK
9110,ISIC_5502098,BKL,NV
9130,ISIC_1660969,SCC,MEL
9137,ISIC_0053874,NV,MEL
9141,ISIC_0065743,BCC,MEL
9145,ISIC_0073195,VASC,MEL
9147,ISIC_2244774,NV,AK
9154,ISIC_1666748,MEL,SCC
9163,ISIC_0063593,BCC,SCC
9164,ISIC_2007396,VASC,SCC
9169,ISIC_0015449,NV,MEL
9173,ISIC_6023795,NV,MEL
9179,ISIC_2535067,BCC,SCC
9182,ISIC_0070777,BKL,BCC
9184,ISIC_6326233,BKL,BCC
9188,ISIC_0071072,NV,BCC
9194,ISIC_0028856,AK,NV
9199,ISIC_0072006,MEL,AK
9209,ISIC_0025275,AK,NV
9212,ISIC_0559566,SCC,NV
9214,ISIC_9777827,BCC,VASC
9216,ISIC_0064089,MEL,SCC
9221,ISIC_0065690,SCC,BCC
9245,ISIC_0032947,VASC,SCC
9254,ISIC_0054437,NV,MEL
9258,ISIC_4572891,MEL,BCC
9260,ISIC_1398564,AK,NV
9262,ISIC_4207959,MEL,AK
9264,ISIC_5630379,SCC,BCC
9271,ISIC_0022087,SCC,MEL
9274,ISIC_0030079,NV,MEL
9281,ISIC_0033166,MEL,NV
9287,ISIC_2966991,BCC,NV
9291,ISIC_0035698,MEL,BCC
9292,ISIC_0058444,NV,MEL
9295,ISIC_0030425,NV,MEL
9307,ISIC_0033607,MEL,NV
9308,ISIC_0060004,AK,MEL
9316,ISIC_8117379,SCC,NV
9322,ISIC_1205053,NV,SCC
9330,ISIC_1384793,NV,SCC
9332,ISIC_0021640,BCC,SCC
9338,ISIC_0036018,BKL,MEL
9339,ISIC_0055097,AK,MEL
9343,ISIC_3905157,SCC,VASC
9350,ISIC_1203272,MEL,SCC
9354,ISIC_4240225,BCC,SCC
9356,ISIC_0000389,NV,MEL
9360,ISIC_1907322,AK,SCC
9362,ISIC_5412404,NV,BCC
9365,ISIC_0073142,AK,BCC
9372,ISIC_0064114,MEL,BCC
9374,ISIC_0011159,NV,MEL
9375,ISIC_3540431,BCC,SCC
9379,ISIC_0024351,MEL,NV
9383,ISIC_0046661,MEL,SCC
9386,ISIC_2700220,BCC,SCC
9388,ISIC_0066308,MEL,VASC
9397,ISIC_0030574,BCC,BKL
9400,ISIC_0012041,AK,DF
9410,ISIC_2951378,SCC,BCC
9413,ISIC_6586433,MEL,NV
9421,ISIC_0063988,MEL,NV
9439,ISIC_0070237,BCC,MEL
9441,ISIC_0010353,AK,MEL
9447,ISIC_0067052,VASC,MEL
9450,ISIC_0071138,MEL,BCC
9456,ISIC_0070174,BKL,MEL
9458,ISIC_0065632,AK,MEL
9460,ISIC_7983553,SCC,NV
9465,ISIC_1616470,SCC,BCC
9467,ISIC_6028493,NV,SCC
9471,ISIC_0067562,NV,MEL
9480,ISIC_0056600,MEL,SCC
9483,ISIC_0069605,AK,MEL
9486,ISIC_0030360,MEL,SCC
9489,ISIC_0022467,BCC,MEL
9490,ISIC_0068841,BKL,BCC
9505,ISIC_2416944,SCC,BCC
9507,ISIC_0021994,AK,MEL
9511,ISIC_6218790,AK,NV
9519,ISIC_6515697,NV,MEL
9521,ISIC_3553101,VASC,MEL
9528,ISIC_5020947,BCC,VASC
9532,ISIC_9893445,AK,BCC
9533,ISIC_0032610,MEL,NV
9536,ISIC_0068969,BCC,NV
9537,ISIC_0831490,SCC,NV
9544,ISIC_4408559,MEL,SCC
9546,ISIC_4266570,SCC,NV
9547,ISIC_9579068,VASC,MEL
9552,ISIC_0066757,SCC,VASC
9556,ISIC_0023178,SCC,MEL
9559,ISIC_0053696,NV,MEL
9561,ISIC_0026774,MEL,NV
9566,ISIC_2599318,BCC,MEL
9577,ISIC_8745129,BCC,SCC
9580,ISIC_5947248,BCC,SCC
9588,ISIC_0024723,NV,MEL
9593,ISIC_9928278,MEL,SCC
9600,ISIC_0011010,SCC,NV
9601,ISIC_3023607,BCC,SCC
9620,ISIC_5363218,SCC,BCC
9626,ISIC_0929180,MEL,NV
9653,ISIC_0056647,BCC,NV
9655,ISIC_9593940,MEL,SCC
9656,ISIC_6784593,MEL,SCC
9682,ISIC_6088482,VASC,SCC
9686,ISIC_5374076,SCC,MEL
9691,ISIC_7234184,NV,SCC
9695,ISIC_2757332,MEL,SCC
9701,ISIC_5851248,SCC,VASC
9705,ISIC_2010209,AK,MEL
9710,ISIC_8943817,MEL,SCC
9711,ISIC_0031485,AK,NV
9712,ISIC_0056399,BKL,BCC
9719,ISIC_5042080,SCC,BCC
9723,ISIC_0014046,NV,SCC
9730,ISIC_0054452,SCC,BCC
9734,ISIC_5880013,BCC,SCC
9751,ISIC_0062568,VASC,BCC
9753,ISIC_0016716,NV,SCC
9761,ISIC_4242517,SCC,MEL
9764,ISIC_7267879,BKL,SCC
9769,ISIC_0033736,AK,MEL
9776,ISIC_0054346,BCC,BKL
9777,ISIC_0033229,NV,SCC
9780,ISIC_0061232,BKL,SCC
9783,ISIC_4328501,SCC,NV
9786,ISIC_2128061,MEL,BCC
9788,ISIC_0012416,AK,SCC
9794,ISIC_9740245,NV,SCC
9798,ISIC_6876965,NV,VASC
9801,ISIC_0059804,MEL,NV
9805,ISIC_0032218,NV,BCC
9819,ISIC_0072287,MEL,VASC
9822,ISIC_0056059,VASC,BCC
9828,ISIC_5587663,NV,SCC
9838,ISIC_4221304,MEL,NV
9840,ISIC_7490240,MEL,SCC
9843,ISIC_0023093,VASC,SCC
9854,ISIC_9252273,SCC,NV
9859,ISIC_0013014,AK,NV
9865,ISIC_0032642,BKL,MEL
9867,ISIC_0031344,BKL,BCC
9871,ISIC_4479844,SCC,BKL
9872,ISIC_0796805,BCC,MEL
9885,ISIC_0069527,NV,MEL
9889,ISIC_8560106,BCC,VASC
9890,ISIC_0053965,AK,NV
9900,ISIC_0068552,NV,MEL
9901,ISIC_7693611,MEL,NV
9903,ISIC_0012786,AK,VASC
9907,ISIC_0057198,VASC,BCC
9910,ISIC_9202926,NV,SCC
9912,ISIC_0010424,NV,SCC
9913,ISIC_0035790,BCC,SCC
9917,ISIC_0057206,NV,BCC
9929,ISIC_0065586,NV,MEL
9933,ISIC_4429406,NV,SCC
9936,ISIC_7890222,MEL,BCC
9947,ISIC_0014951,MEL,AK
9954,ISIC_0021810,VASC,BCC
9956,ISIC_2182856,MEL,SCC
9960,ISIC_0010898,MEL,BCC
9967,ISIC_0062302,NV,MEL
9977,ISIC_3875566,SCC,AK
9978,ISIC_9998965,SCC,BCC
9982,ISIC_0014400,MEL,SCC
9988,ISIC_0656566,VASC,BCC
9991,ISIC_7465865,VASC,MEL
10004,ISIC_0066898,VASC,AK
10009,ISIC_3217799,SCC,MEL
10011,ISIC_0060525,MEL,NV
10016,ISIC_0061735,MEL,NV
10017,ISIC_9490601,NV,MEL
10024,ISIC_0012102,NV,AK
10026,ISIC_7771190,BCC,NV
10027,ISIC_0010301,AK,MEL
10044,ISIC_4691479,BCC,SCC
10047,ISIC_0013555,BCC,VASC
10054,ISIC_0064023,MEL,NV
10057,ISIC_8960889,SCC,BCC
10065,ISIC_0056364,MEL,BCC
10074,ISIC_0011081,NV,BCC
10077,ISIC_0054342,VASC,AK
10078,ISIC_0031353,NV,MEL
10079,ISIC_0062386,BCC,BKL
10086,ISIC_0066485,BCC,MEL
10087,ISIC_0066804,BCC,SCC
10088,ISIC_0066674,NV,MEL
10092,ISIC_0011425,NV,MEL
10095,ISIC_0060364,BKL,VASC
10098,ISIC_4443545,NV,MEL
10100,ISIC_8468832,BKL,SCC
10101,ISIC_0073095,AK,BCC
10102,ISIC_2795016,SCC,MEL
10103,ISIC_0021915,NV,MEL
10117,ISIC_0032653,MEL,NV
10121,ISIC_9579888,NV,AK
10126,ISIC_7796302,SCC,MEL
10130,ISIC_0011262,NV,MEL
10143,ISIC_5431278,BCC,VASC
10155,ISIC_5037784,MEL,SCC
10170,ISIC_0034573,MEL,AK
10172,ISIC_0021553,AK,MEL
10177,ISIC_0025355,NV,MEL
10182,ISIC_0068641,BKL,BCC
10187,ISIC_0057415,VASC,SCC
10189,ISIC_0062185,NV,MEL
10191,ISIC_0064060,MEL,NV
10202,ISIC_0071793,AK,BCC
10203,ISIC_3580593,MEL,SCC
10206,ISIC_6059520,MEL,SCC
10210,ISIC_6511816,SCC,MEL
10216,ISIC_0021929,SCC,BCC
10218,ISIC_2373748,NV,SCC
10221,ISIC_0061346,BCC,MEL
10232,ISIC_5306850,MEL,SCC
10236,ISIC_5380290,NV,SCC
10239,ISIC_0028529,NV,VASC
10245,ISIC_0056899,BCC,MEL
10252,ISIC_0058304,BCC,NV
10259,ISIC_0026790,AK,BCC
10266,ISIC_0191276,SCC,BCC
10272,ISIC_0028944,NV,MEL
10275,ISIC_0069763,AK,MEL
10276,ISIC_0065064,AK,MEL
10282,ISIC_6942800,SCC,NV
10286,ISIC_0485396,BCC,SCC
10291,ISIC_0025683,NV,BCC
10300,ISIC_3608296,SCC,NV
10305,ISIC_0067661,NV,MEL
10314,ISIC_0053621,BCC,SCC
10318,ISIC_0012623,SCC,MEL
10321,ISIC_0070954,AK,NV
